common vocabulary size  ,distance_between_users,user1,user2
759,0.739194864,238543,352610
760,0.739196543,1964181,25362190
769,0.73928546,15161948,16927896
760,0.739301929,1831746,25362190
762,0.739316362,787615,1262049
772,0.739338352,770063,1497561
754,0.739349469,901472,21393536
757,0.739374945,1140297,3327254
748,0.739385095,285606,724166
752,0.73944131,352610,951968
760,0.739459457,285606,2570699
765,0.739473926,208354,1531518
770,0.739485579,15110667,15161948
769,0.739527526,672266,18087575
762,0.739555264,271979,1218609
758,0.739589728,724166,2535732
761,0.739688113,5070783,25362190
773,0.73974764,671675,25362190
766,0.739771008,351247,1339206
746,0.739772578,379353,25362190
759,0.73978856,177831,287415
762,0.739792154,1339206,4294732
768,0.739811862,758313,1711318
762,0.739815117,2483880,26281817
763,0.739820736,14747773,21393536
763,0.739894347,2483880,5875196
758,0.739928304,238543,876021
765,0.739965112,144230,1553624
743,0.739986452,144230,951968
771,0.740015681,177831,4294732
756,0.740033386,2328351,21393536
775,0.740061595,10733167,19676866
751,0.740117506,876021,951968
747,0.740155566,724166,1330950
764,0.740155908,1964181,21393536
755,0.740160546,724166,2570699
762,0.740188446,1711318,2669471
768,0.740207847,15110667,20645879
763,0.740222607,3460843,25362190
771,0.740251428,188019,19378289
755,0.740259394,901472,25362190
772,0.740287171,672266,20411819
758,0.740308774,34156,799305
755,0.740319749,144230,1330950
747,0.740333623,1140297,1940900
763,0.740341389,2622260,25362190
755,0.74038393,876021,1184397
761,0.740398277,453751,20440192
759,0.740412179,95587,25362190
751,0.740458624,2570699,14415072
755,0.740468359,108019,1940900
756,0.740519756,285606,1140297
767,0.740579535,454303,9114042
773,0.740611801,177831,22917429
762,0.740613237,133226,352610
760,0.740679361,208354,534017
761,0.740701971,14080464,20440192
757,0.740718643,25362190,26561494
772,0.740726335,1030683,1847105
752,0.740728661,172656,1568320
773,0.740748316,672266,6442183
756,0.740765599,528773,1339206
760,0.74077405,378946,25362190
759,0.740786917,177831,17949966
768,0.740844506,1184397,1849426
769,0.74086392,1849426,2535732
765,0.740865682,1497561,1568320
766,0.740902313,390025,1240511
762,0.740926389,390025,770063
761,0.740926672,534017,1339206
766,0.740942666,19676866,20645879
760,0.740981176,799305,1039457
765,0.740985915,1083527,1339206
737,0.740997625,787615,951968
769,0.741001527,2512513,25362190
760,0.741011835,479681,799305
758,0.741018111,876454,902933
753,0.741071784,227353,1339206
761,0.741082853,144230,170212
771,0.741084688,1964181,20440192
770,0.74108666,1497561,4783913
745,0.741108081,104902,1184397
767,0.741136933,1659137,20440192
768,0.741156724,1553624,14415072
767,0.74117723,7782049,10355638
762,0.741249918,16260227,25362190
754,0.741250069,1408989,25362190
752,0.741251256,2859500,7782049
758,0.741251284,1339206,2570699
773,0.741324452,454303,2647782
767,0.741333917,672266,22879123
767,0.741338229,26281817,30274890
